X0,IMDB,Runtime,RottenTomato
1,5.9,7,0.77
1,5,11,0.14
1,8.2,13,1
1,5.3,15,1
1,7,15,0.97
1,6.5,17,0.92
1,5.9,21,0.88
1,6.6,21,0.73
1,5.1,22,0.91
1,5.5,22,0.57
1,6.4,22,0.36
1,6.6,22,0.17
1,7.7,22,0.8
1,7.8,23,0.82
1,5,24,0.5
1,5.6,24,0.11
1,5.6,24,0.49
1,5.4,25,0.73
1,7.4,26,0.83
1,8,26,1
1,7.2,28,0.66
1,3.5,29,0.19
1,4,30,0.14
1,4.5,30,0.5
1,5,30,0.48
1,5.6,30,0.5
1,5.8,30,0.71
1,5.8,30,0.8
1,6.1,30,0.84
1,6.2,30,0.78
1,6.3,30,0.43
1,6.4,30,0.2
1,6.4,30,0.57
1,6.5,30,0.6
1,6.5,30,0.7
1,6.5,30,1
1,6.5,30,1
1,7,30,1
1,7.1,30,0.78
1,7.1,30,0.89
1,7.1,30,1
1,7.3,30,0.88
1,7.4,30,0.83
1,7.4,30,0.97
1,7.6,30,1
1,6.1,32,0.8
1,6.9,32,0.87
1,6.8,39,1
1,7.3,39,1
1,7.4,39,0.8
1,6.1,40,0.58
1,6.7,40,0.9
1,6.8,40,1
1,6.9,40,1
1,7.2,40,0.7
1,7.7,40,0.86
1,7.5,41,1
1,5.1,42,0.53
1,6.1,42,1
1,6.2,42,0.17
1,6.2,42,0.8
1,6.2,42,0.83
1,6.4,42,1
1,6.5,42,0.8
1,7.2,42,0.88
1,7.2,42,0.94
1,7.5,42,0.83
1,5.1,43,0.5
1,7,43,1
1,6.2,44,0.46
1,6.6,44,1
1,6.7,44,0.56
1,7.3,44,0.73
1,5.4,45,0.9
1,6.2,45,0.71
1,7,45,0.91
1,7.1,45,0.68
1,5.8,47,0.74
1,8.3,48,1
1,5.9,49,0.4
1,5.6,50,0.45
1,7.4,50,0.91
1,6.7,51,0.58
1,5.5,52,1
1,5.9,52,0.58
1,6.8,52,0.9
1,7.4,52,0.63
1,7.7,52,0.96
1,5.7,53,0.48
1,6.6,53,0.8
1,6.7,54,1
1,5.7,55,0.67
1,6.7,55,0.76
1,7.1,55,0.92
1,5.5,56,0.71
1,7.2,56,0.2
1,6.6,57,0.92
1,7,57,1
1,4,58,0.4
1,6.9,58,1
1,7.1,59,1
1,3.4,60,0.8
1,4.4,60,0.19
1,4.6,60,0.45
1,5.3,60,0.5
1,5.3,60,0.64
1,5.5,60,0.88
1,5.9,60,0.4
1,6,60,0.21
1,6.2,60,0.2
1,6.3,60,0.15
1,6.3,60,0.33
1,6.3,60,0.75
1,6.4,60,0.75
1,6.4,60,1
1,6.6,60,0.76
1,6.6,60,1
1,6.9,60,0.73
1,6.9,60,0.75
1,6.9,60,0.9
1,7.1,60,0.8
1,7.1,60,0.94
1,7.1,60,1
1,7.2,60,1
1,7.3,60,1
1,7.4,60,0.75
1,7.4,60,0.86
1,7.5,60,0.79
1,7.6,60,0.81
1,7.6,60,0.89
1,7.6,60,1
1,7.8,60,0.95
1,7.9,60,0.94
1,7.9,60,0.97
1,5.2,61,0.2
1,5.3,61,0.4
1,6.8,61,1
1,7.3,61,0.82
1,7.5,61,1
1,3.7,62,0.7
1,4.9,62,0.67
1,5.5,62,0.8
1,6,62,1
1,6.8,62,0.67
1,4.7,63,0.45
1,7.1,63,1
1,3.9,64,0.33
1,6.3,64,0.75
1,6.5,64,1
1,7,64,0.8
1,7.4,64,1
1,4.2,65,0.35
1,5.2,65,0.43
1,5.7,65,0.6
1,7.8,65,0.88
1,7.9,65,1
1,8.5,65,0.35
1,3.8,66,0.39
1,5.1,66,1
1,5.8,66,1
1,6.7,66,0.77
1,7.2,66,0.4
1,7.2,66,1
1,7.8,66,0.99
1,5.8,67,0.8
1,6.4,67,0.87
1,7.4,67,0.82
1,7.5,67,0.6
1,8.1,67,0.93
1,8.2,67,0.86
1,4.6,68,0.44
1,4.7,68,0.3
1,5.5,68,0.58
1,6.3,68,0.4
1,6.4,68,0.36
1,6.4,68,0.8
1,6.5,68,0.92
1,6.7,68,1
1,7,68,0.93
1,7.5,68,1
1,4,69,0.5
1,4.2,69,0.45
1,5.3,69,0.2
1,5.9,69,0.33
1,5.9,69,0.45
1,6,69,0.92
1,6.3,69,0.86
1,6.9,69,0.83
1,8.2,69,0.83
1,8.2,69,1
1,4.2,70,0.4
1,4.4,70,0.4
1,5.8,70,0.3
1,7,70,0.95
1,7,70,1
1,7.2,70,0.8
1,7.2,70,0.88
1,7.3,70,0.9
1,7.5,70,1
1,7.9,70,1
1,7.9,70,1
1,8.2,70,1
1,3.5,71,0.29
1,4.5,71,0.75
1,5.2,71,0.75
1,6.3,71,0.75
1,6.6,71,0.55
1,6.6,71,0.8
1,6.7,71,1
1,6.8,71,0.8
1,6.9,71,0.96
1,7.1,71,0.91
1,7.5,71,0.96
1,7.5,71,1
1,4,72,0.17
1,4.9,72,0.29
1,5.4,72,0.19
1,5.6,72,0.33
1,5.8,72,0.45
1,6.1,72,0.13
1,6.4,72,0.71
1,6.5,72,0.7
1,6.6,72,0.78
1,6.6,72,0.91
1,6.7,72,0.97
1,7.7,72,1
1,5,73,0.11
1,5.1,73,0.54
1,5.2,73,0.55
1,5.5,73,0.5
1,5.5,73,0.6
1,5.6,73,0.5
1,5.7,73,0.4
1,5.7,73,0.83
1,6.2,73,0.4
1,6.4,73,0.58
1,6.5,73,0.63
1,6.6,73,0.6
1,6.6,73,0.67
1,6.7,73,0.82
1,6.7,73,0.92
1,7,73,0.83
1,7.3,73,0.67
1,7.3,73,0.91
1,7.6,73,0.92
1,2.4,74,0.73
1,3.6,74,0.22
1,3.7,74,0.29
1,4.1,74,1
1,5,74,0.25
1,5.3,74,0.53
1,5.6,74,0.11
1,5.6,74,0.92
1,5.8,74,0.67
1,5.8,74,0.86
1,5.9,74,0.75
1,6.1,74,0.2
1,6.1,74,0.92
1,6.2,74,0.5
1,6.3,74,0.4
1,6.4,74,0.71
1,6.4,74,0.79
1,6.4,74,1
1,6.5,74,0.9
1,6.6,74,0.8
1,6.7,74,0.51
1,6.8,74,0.67
1,6.9,74,0.88
1,7.1,74,0.85
1,7.1,74,1
1,7.1,74,1
1,7.2,74,0.79
1,7.2,74,0.87
1,7.6,74,1
1,7.6,74,1
1,4.5,75,0.04
1,4.7,75,0.1
1,4.7,75,0.34
1,4.8,75,0.71
1,5,75,0.58
1,5.1,75,0.77
1,5.3,75,0.6
1,5.3,75,0.8
1,5.4,75,0.17
1,5.6,75,0.33
1,5.6,75,0.5
1,5.7,75,0.63
1,5.8,75,0.71
1,5.9,75,0.79
1,6,75,0.85
1,6.1,75,0.5
1,6.1,75,0.7
1,6.1,75,0.75
1,6.1,75,0.93
1,6.2,75,0.87
1,6.3,75,0.71
1,6.4,75,0.8
1,6.6,75,1
1,6.7,75,0.79
1,6.8,75,0.61
1,6.8,75,1
1,6.9,75,0.67
1,7,75,0.88
1,7.1,75,0.6
1,7.2,75,0.81
1,7.2,75,1
1,7.3,75,0.9
1,7.3,75,1
1,7.4,75,0.6
1,7.5,75,0.33
1,7.5,75,0.81
1,7.5,75,0.85
1,7.6,75,1
1,7.7,75,0.9
1,1.6,76,0.24
1,5.2,76,0.78
1,5.3,76,0.53
1,5.5,76,0.32
1,5.6,76,0.77
1,5.8,76,0.83
1,6.3,76,0.9
1,6.3,76,0.97
1,6.6,76,0.94
1,6.6,76,0.97
1,6.7,76,1
1,6.8,76,1
1,6.9,76,0.78
1,7,76,0.92
1,7,76,0.92
1,7,76,0.96
1,7.1,76,0.33
1,7.2,76,0.88
1,7.2,76,0.93
1,7.2,76,1
1,7.3,76,0.75
1,7.3,76,0.86
1,7.3,76,1
1,7.3,76,1
1,7.6,76,1
1,8,76,0.95
1,8,76,1
1,8.1,76,1
1,3.8,77,0.38
1,4.1,77,0.25
1,4.8,77,0.69
1,4.9,77,0.61
1,5,77,0.26
1,5.2,77,0.43
1,5.2,77,0.6
1,5.4,77,0.81
1,5.5,77,0.88
1,5.6,77,0.56
1,5.7,77,0.4
1,5.7,77,0.81
1,5.8,77,0.91
1,5.9,77,0.75
1,6.2,77,0.81
1,6.3,77,0.33
1,6.3,77,0.62
1,6.3,77,0.64
1,6.3,77,0.89
1,6.3,77,1
1,6.4,77,0.63
1,6.5,77,0.78
1,6.6,77,0.92
1,6.8,77,1
1,6.9,77,0.69
1,6.9,77,1
1,6.9,77,1
1,7.1,77,0.85
1,7.2,77,0.87
1,7.3,77,0.83
1,7.3,77,0.84
1,7.4,77,0.57
1,7.5,77,1
1,7.8,77,0.86
1,8,77,1
1,2.8,78,0.5
1,4.2,78,0.45
1,4.7,78,0.88
1,5.1,78,0.38
1,5.1,78,0.57
1,5.3,78,0.33
1,5.4,78,0.5
1,5.7,78,0.5
1,5.7,78,0.83
1,6.1,78,0.76
1,6.3,78,0.58
1,6.4,78,1
1,6.5,78,0.74
1,6.5,78,0.88
1,6.5,78,0.91
1,6.6,78,0.77
1,6.6,78,0.81
1,6.7,78,0.54
1,6.7,78,0.8
1,6.8,78,0.59
1,6.8,78,0.86
1,6.8,78,1
1,6.8,78,1
1,6.9,78,0.18
1,6.9,78,0.8
1,7,78,0.75
1,7,78,0.8
1,7,78,0.88
1,7,78,0.92
1,7.1,78,0.57
1,7.1,78,0.66
1,7.1,78,0.86
1,7.2,78,0.76
1,7.3,78,0.75
1,7.3,78,0.85
1,7.3,78,1
1,7.4,78,0.71
1,7.4,78,1
1,7.5,78,1
1,7.8,78,1
1,8.2,78,0.74
1,8.2,78,0.92
1,4,79,0.67
1,5.5,79,0.65
1,5.6,79,0.29
1,5.6,79,0.69
1,5.7,79,0.5
1,5.7,79,1
1,5.8,79,1
1,5.9,79,0.59
1,6.1,79,0.83
1,6.2,79,0.44
1,6.2,79,0.58
1,6.2,79,0.6
1,6.4,79,0.63
1,6.5,79,0.18
1,6.5,79,0.8
1,6.6,79,0.67
1,6.7,79,0.91
1,6.8,79,0.94
1,7,79,0.6
1,7,79,0.93
1,7.1,79,0.57
1,7.1,79,0.64
1,7.1,79,0.94
1,7.2,79,0.67
1,7.2,79,0.8
1,7.2,79,0.86
1,7.2,79,0.98
1,7.2,79,1
1,2.9,80,0.17
1,4.2,80,0.27
1,4.2,80,1
1,4.5,80,0.04
1,4.5,80,0.33
1,4.5,80,0.7
1,4.6,80,0.2
1,4.6,80,0.29
1,4.8,80,0.71
1,4.9,80,0.38
1,4.9,80,1
1,5.1,80,0.81
1,5.2,80,0.5
1,5.2,80,0.89
1,5.2,80,1
1,5.3,80,0.73
1,5.3,80,0.78
1,5.4,80,0.33
1,5.5,80,0.17
1,5.6,80,0.29
1,5.6,80,0.39
1,5.7,80,0.56
1,5.7,80,0.93
1,5.7,80,1
1,5.8,80,0.17
1,5.8,80,0.27
1,5.8,80,0.33
1,5.8,80,0.52
1,5.8,80,0.67
1,5.8,80,0.8
1,5.8,80,0.81
1,5.9,80,0.63
1,5.9,80,0.92
1,6,80,0.6
1,6,80,0.73
1,6,80,0.75
1,6.1,80,0.56
1,6.1,80,0.6
1,6.1,80,0.82
1,6.1,80,0.85
1,6.2,80,0.78
1,6.2,80,0.8
1,6.2,80,0.85
1,6.3,80,0.75
1,6.3,80,0.8
1,6.3,80,0.88
1,6.4,80,0.55
1,6.4,80,0.92
1,6.4,80,1
1,6.5,80,0.93
1,6.6,80,0.44
1,6.6,80,1
1,6.8,80,0.59
1,6.8,80,0.63
1,6.8,80,0.88
1,6.8,80,0.96
1,6.9,80,0.9
1,6.9,80,1
1,6.9,80,1
1,7.1,80,0.85
1,7.1,80,0.86
1,7.1,80,0.89
1,7.1,80,1
1,7.2,80,0.33
1,7.2,80,0.94
1,7.3,80,0.73
1,7.3,80,0.88
1,7.3,80,0.88
1,7.3,80,0.88
1,7.3,80,0.9
1,7.3,80,1
1,7.4,80,1
1,7.6,80,0.93
1,7.6,80,0.95
1,7.6,80,1
1,7.9,80,0.97
1,8,80,1
1,8.4,80,1
1,2.7,81,0.23
1,4.4,81,0.6
1,4.5,81,0.53
1,4.8,81,0.09
1,4.8,81,0.4
1,4.9,81,0.64
1,5,81,0.5
1,5,81,0.54
1,5.2,81,0.33
1,5.2,81,0.67
1,5.3,81,0.55
1,5.3,81,0.83
1,5.4,81,0.88
1,5.5,81,0.17
1,5.6,81,0.72
1,5.7,81,0.37
1,5.7,81,0.57
1,5.8,81,0.13
1,5.8,81,0.94
1,6,81,0.76
1,6,81,0.83
1,6.1,81,0.2
1,6.1,81,0.6
1,6.3,81,1
1,6.4,81,0.33
1,6.4,81,0.86
1,6.5,81,0.62
1,6.5,81,1
1,6.6,81,0.38
1,6.6,81,0.64
1,6.7,81,0.33
1,6.7,81,1
1,6.8,81,0.67
1,6.9,81,0.92
1,7,81,0.72
1,7,81,0.94
1,7.2,81,0.7
1,7.3,81,0.92
1,7.3,81,0.93
1,7.5,81,0.77
1,7.6,81,0.96
1,7.6,81,1
1,7.9,81,0.99
1,8.3,81,1
1,2.8,82,0.33
1,3.7,82,0.43
1,3.9,82,0.09
1,4.2,82,0.15
1,4.2,82,0.5
1,4.3,82,0.13
1,4.3,82,0.45
1,4.4,82,0.38
1,4.4,82,0.57
1,4.5,82,0.38
1,4.5,82,0.43
1,4.6,82,0.17
1,4.6,82,0.28
1,4.8,82,0.72
1,4.8,82,0.78
1,4.9,82,0.33
1,5.1,82,0.8
1,5.2,82,0.29
1,5.2,82,0.38
1,5.3,82,0.19
1,5.3,82,0.36
1,5.3,82,0.4
1,5.3,82,0.63
1,5.3,82,0.87
1,5.4,82,0.88
1,5.4,82,1
1,5.6,82,0.69
1,5.6,82,0.84
1,5.6,82,0.88
1,5.7,82,0.62
1,5.7,82,0.94
1,5.8,82,0.47
1,6,82,0.74
1,6.1,82,0.77
1,6.1,82,0.8
1,6.3,82,0.11
1,6.3,82,0.67
1,6.3,82,0.7
1,6.3,82,0.93
1,6.3,82,1
1,6.4,82,0.88
1,6.5,82,0.64
1,6.5,82,0.67
1,6.5,82,0.9
1,6.5,82,0.95
1,6.5,82,0.96
1,6.6,82,0.6
1,6.6,82,0.91
1,6.6,82,1
1,6.6,82,1
1,6.7,82,0.7
1,6.7,82,0.73
1,6.7,82,1
1,6.8,82,0.67
1,6.8,82,0.98
1,6.9,82,0.72
1,6.9,82,0.76
1,6.9,82,0.91
1,7,82,0.5
1,7,82,0.92
1,7,82,1
1,7.1,82,0.4
1,7.1,82,0.82
1,7.1,82,0.94
1,7.2,82,0.77
1,7.2,82,0.88
1,7.2,82,0.95
1,7.3,82,0.6
1,7.3,82,0.83
1,7.4,82,0.81
1,7.5,82,0.83
1,7.8,82,0.94
1,7.8,82,1
1,7.9,82,0.86
1,8.4,82,0.8
1,2.5,83,0.22
1,3.5,83,0.18
1,3.7,83,0.2
1,4.1,83,0.13
1,4.2,83,0.06
1,4.2,83,0.2
1,4.3,83,0.12
1,4.5,83,0.57
1,4.6,83,0.11
1,4.6,83,0.27
1,4.6,83,0.29
1,4.6,83,0.43
1,4.6,83,0.56
1,4.7,83,0.52
1,4.8,83,0.67
1,4.8,83,0.67
1,5.1,83,0.11
1,5.2,83,0.92
1,5.3,83,0.15
1,5.3,83,0.33
1,5.3,83,0.54
1,5.3,83,0.62
1,5.3,83,0.79
1,5.4,83,0.14
1,5.4,83,0.43
1,5.4,83,0.7
1,5.5,83,0.29
1,5.5,83,0.32
1,5.5,83,0.7
1,5.5,83,0.88
1,5.6,83,0.25
1,5.6,83,0.54
1,5.6,83,0.78
1,5.6,83,0.88
1,5.6,83,0.89
1,5.8,83,0.43
1,5.8,83,0.67
1,5.9,83,0.77
1,5.9,83,1
1,6,83,0.5
1,6.1,83,0.67
1,6.1,83,0.77
1,6.2,83,0.5
1,6.2,83,0.86
1,6.2,83,1
1,6.3,83,0.5
1,6.3,83,0.78
1,6.3,83,1
1,6.4,83,0.8
1,6.4,83,0.94
1,6.5,83,0.54
1,6.5,83,0.77
1,6.5,83,0.81
1,6.5,83,0.93
1,6.5,83,0.93
1,6.6,83,0.78
1,6.6,83,1
1,6.7,83,0.88
1,6.8,83,0.72
1,6.8,83,1
1,6.9,83,0.56
1,6.9,83,0.63
1,6.9,83,0.8
1,6.9,83,0.81
1,6.9,83,0.85
1,7.1,83,0.38
1,7.1,83,0.7
1,7.1,83,1
1,7.2,83,0.85
1,7.2,83,0.91
1,7.2,83,0.95
1,7.2,83,1
1,7.2,83,1
1,7.3,83,0.7
1,7.3,83,0.88
1,7.3,83,0.88
1,7.3,83,1
1,7.3,83,1
1,7.4,83,1
1,7.5,83,0.77
1,7.6,83,0.9
1,7.6,83,0.98
1,7.7,83,0.8
1,7.8,83,1
1,8,83,0.88
1,8.1,83,0.98
1,2.6,84,0.43
1,3.5,84,0.2
1,3.8,84,0.4
1,3.9,84,0.08
1,4.1,84,0.22
1,4.2,84,0.07
1,4.5,84,0.4
1,4.6,84,0.8
1,4.7,84,0.22
1,4.7,84,0.43
1,4.7,84,0.75
1,4.9,84,0.67
1,4.9,84,1
1,5.1,84,0.5
1,5.1,84,0.94
1,5.2,84,0.11
1,5.2,84,0.83
1,5.2,84,0.86
1,5.3,84,0.4
1,5.3,84,0.56
1,5.3,84,0.59
1,5.4,84,0.45
1,5.4,84,0.86
1,5.5,84,0.41
1,5.5,84,0.83
1,5.7,84,0.18
1,5.7,84,0.69
1,5.7,84,0.95
1,5.8,84,0.57
1,5.8,84,0.71
1,5.8,84,0.85
1,5.8,84,1
1,5.9,84,0.25
1,5.9,84,0.67
1,5.9,84,0.67
1,6,84,0.06
1,6,84,0.68
1,6.1,84,0.44
1,6.1,84,0.82
1,6.3,84,0.83
1,6.4,84,0.6
1,6.5,84,0.64
1,6.5,84,0.82
1,6.6,84,0.5
1,6.6,84,0.88
1,6.6,84,0.91
1,6.6,84,1
1,6.7,84,0.67
1,6.7,84,0.86
1,6.7,84,0.89
1,6.7,84,0.89
1,6.7,84,0.91
1,6.8,84,0.8
1,6.8,84,0.83
1,6.8,84,0.89
1,6.8,84,0.9
1,6.8,84,0.91
1,6.9,84,0.73
1,6.9,84,0.87
1,6.9,84,0.92
1,6.9,84,0.99
1,7,84,0.74
1,7,84,0.92
1,7,84,0.97
1,7.3,84,0.99
1,7.4,84,0.87
1,7.4,84,0.88
1,7.4,84,1
1,7.5,84,0.88
1,7.6,84,0.92
1,7.6,84,1
1,7.9,84,0.8
1,7.9,84,0.99
1,4,85,0.25
1,4.2,85,0.26
1,4.3,85,0.08
1,4.4,85,0.14
1,4.4,85,0.2
1,4.5,85,1
1,4.6,85,0.29
1,4.6,85,0.67
1,4.7,85,0.2
1,4.8,85,0.14
1,4.8,85,0.27
1,5,85,0.57
1,5,85,0.8
1,5.1,85,0.13
1,5.1,85,0.15
1,5.1,85,0.44
1,5.1,85,0.67
1,5.2,85,0.4
1,5.3,85,0.33
1,5.3,85,0.63
1,5.3,85,0.71
1,5.4,85,0.42
1,5.4,85,0.67
1,5.4,85,0.78
1,5.5,85,0.4
1,5.5,85,0.55
1,5.5,85,0.65
1,5.6,85,0.42
1,5.6,85,0.62
1,5.6,85,0.75
1,5.6,85,0.78
1,5.6,85,0.9
1,5.6,85,0.92
1,5.7,85,0.2
1,5.7,85,0.44
1,5.8,85,0.14
1,5.8,85,0.34
1,5.8,85,0.6
1,5.8,85,0.62
1,5.8,85,0.66
1,5.8,85,0.8
1,5.8,85,0.83
1,5.8,85,0.9
1,5.9,85,0.43
1,5.9,85,0.44
1,5.9,85,0.7
1,6,85,0.17
1,6,85,0.18
1,6,85,0.76
1,6,85,0.92
1,6.1,85,0.43
1,6.1,85,1
1,6.2,85,0.29
1,6.2,85,0.42
1,6.2,85,0.68
1,6.2,85,0.86
1,6.2,85,0.86
1,6.3,85,0.54
1,6.3,85,0.64
1,6.3,85,0.7
1,6.3,85,0.71
1,6.3,85,0.73
1,6.4,85,0.8
1,6.4,85,0.93
1,6.5,85,0.67
1,6.5,85,0.86
1,6.5,85,0.88
1,6.5,85,0.96
1,6.6,85,0.5
1,6.6,85,0.86
1,6.6,85,1
1,6.6,85,1
1,6.6,85,1
1,6.7,85,0.67
1,6.7,85,0.75
1,6.7,85,0.76
1,6.8,85,0.37
1,6.8,85,0.87
1,6.9,85,0.57
1,6.9,85,0.79
1,6.9,85,0.83
1,6.9,85,0.86
1,7,85,0.77
1,7,85,0.89
1,7.1,85,0.65
1,7.1,85,0.77
1,7.1,85,0.91
1,7.1,85,0.92
1,7.2,85,0.8
1,7.2,85,0.8
1,7.2,85,0.86
1,7.2,85,0.88
1,7.2,85,1
1,7.2,85,1
1,7.3,85,0.77
1,7.3,85,0.88
1,7.4,85,0.81
1,7.4,85,0.93
1,7.4,85,1
1,7.4,85,1
1,7.5,85,0.86
1,7.5,85,0.92
1,7.5,85,0.95
1,7.5,85,0.97
1,7.6,85,0.87
1,7.6,85,0.95
1,7.7,85,0.75
1,7.7,85,1
1,7.9,85,0.79
1,8.1,85,0.63
1,8.1,85,0.86
1,8.3,85,0.89
1,3.3,86,0.78
1,3.5,86,0.27
1,3.8,86,0.09
1,3.8,86,0.4
1,3.8,86,0.83
1,4.3,86,0.16
1,4.3,86,0.71
1,4.4,86,0.67
1,4.5,86,0.18
1,4.5,86,0.62
1,4.7,86,0.08
1,4.7,86,0.11
1,4.7,86,0.44
1,4.8,86,0.16
1,4.9,86,0.18
1,5,86,0.09
1,5,86,0.13
1,5,86,0.19
1,5,86,0.43
1,5.1,86,0.4
1,5.1,86,0.6
1,5.1,86,0.8
1,5.2,86,0.23
1,5.2,86,0.27
1,5.2,86,0.6
1,5.3,86,0.26
1,5.3,86,0.44
1,5.3,86,0.5
1,5.3,86,0.55
1,5.3,86,0.56
1,5.3,86,0.67
1,5.3,86,0.7
1,5.4,86,0.25
1,5.4,86,0.25
1,5.4,86,0.38
1,5.5,86,0.2
1,5.5,86,0.23
1,5.5,86,0.47
1,5.5,86,0.75
1,5.5,86,1
1,5.6,86,0.14
1,5.7,86,0.27
1,5.7,86,0.36
1,5.7,86,0.38
1,5.7,86,0.6
1,5.7,86,0.63
1,5.7,86,0.67
1,5.8,86,0.13
1,5.8,86,0.33
1,5.8,86,0.67
1,5.8,86,0.71
1,5.8,86,0.74
1,5.8,86,0.79
1,5.8,86,0.91
1,5.9,86,0.7
1,6.1,86,0.11
1,6.1,86,0.33
1,6.1,86,0.48
1,6.1,86,0.5
1,6.2,86,0.71
1,6.2,86,0.76
1,6.3,86,0.3
1,6.3,86,0.87
1,6.3,86,1
1,6.4,86,0.14
1,6.4,86,0.33
1,6.4,86,0.38
1,6.4,86,0.5
1,6.4,86,0.77
1,6.4,86,1
1,6.5,86,0.6
1,6.5,86,0.89
1,6.5,86,1
1,6.6,86,0.91
1,6.6,86,1
1,6.7,86,0.4
1,6.7,86,0.43
1,6.7,86,0.45
1,6.7,86,0.54
1,6.7,86,0.71
1,6.7,86,0.86
1,6.7,86,0.96
1,6.8,86,0.46
1,6.8,86,0.79
1,6.8,86,0.82
1,6.8,86,0.86
1,6.9,86,0.48
1,6.9,86,0.8
1,6.9,86,0.97
1,7,86,0.5
1,7,86,0.69
1,7,86,0.75
1,7.1,86,0.57
1,7.1,86,0.6
1,7.1,86,0.67
1,7.1,86,0.8
1,7.1,86,1
1,7.2,86,1
1,7.3,86,0.84
1,7.3,86,0.94
1,7.3,86,1
1,7.4,86,0.77
1,7.4,86,0.82
1,7.5,86,0.92
1,7.5,86,0.94
1,7.6,86,0.71
1,7.7,86,0.86
1,8.2,86,0.95
1,8.3,86,1
1,3.3,87,0.17
1,3.8,87,0.14
1,4.6,87,0.4
1,4.6,87,0.62
1,4.6,87,0.63
1,4.6,87,1
1,4.7,87,0.42
1,4.8,87,0.2
1,4.9,87,0.27
1,4.9,87,0.56
1,5,87,0.29
1,5.1,87,0.41
1,5.1,87,0.53
1,5.1,87,0.77
1,5.1,87,0.83
1,5.1,87,0.86
1,5.2,87,0.14
1,5.2,87,0.21
1,5.2,87,0.38
1,5.2,87,0.45
1,5.3,87,0.02
1,5.3,87,0.44
1,5.3,87,0.66
1,5.4,87,0.1
1,5.5,87,0.2
1,5.5,87,0.42
1,5.6,87,0.5
1,5.6,87,0.73
1,5.7,87,0.3
1,5.7,87,0.54
1,5.7,87,0.55
1,5.8,87,0.36
1,5.8,87,0.65
1,5.9,87,0.69
1,5.9,87,0.74
1,6,87,0.53
1,6,87,0.6
1,6,87,0.73
1,6,87,0.8
1,6,87,0.86
1,6.1,87,0.28
1,6.1,87,0.29
1,6.1,87,0.83
1,6.2,87,0.67
1,6.3,87,0.31
1,6.3,87,0.53
