X0,IMDB,Runtime,RottenTomato
1,6.3,87,0.6
1,6.3,87,0.62
1,6.3,87,1
1,6.4,87,0.5
1,6.4,87,0.8
1,6.5,87,0.6
1,6.5,87,0.65
1,6.5,87,0.75
1,6.5,87,1
1,6.6,87,0.67
1,6.6,87,0.73
1,6.6,87,0.79
1,6.7,87,0.79
1,6.7,87,0.84
1,6.7,87,0.86
1,6.7,87,1
1,6.8,87,0.69
1,6.8,87,0.71
1,6.8,87,0.91
1,6.8,87,0.92
1,6.9,87,0.87
1,6.9,87,0.97
1,6.9,87,1
1,7,87,0.73
1,7,87,0.77
1,7,87,0.9
1,7.1,87,0.58
1,7.1,87,0.8
1,7.2,87,0.4
1,7.2,87,0.67
1,7.2,87,0.86
1,7.2,87,0.88
1,7.2,87,1
1,7.3,87,0.8
1,7.3,87,0.85
1,7.3,87,0.88
1,7.3,87,1
1,7.3,87,1
1,7.3,87,1
1,7.4,87,0.64
1,7.4,87,0.67
1,7.4,87,0.92
1,7.5,87,0.85
1,7.5,87,0.94
1,7.5,87,0.98
1,7.5,87,1
1,7.6,87,0.42
1,7.6,87,0.93
1,7.6,87,0.98
1,7.7,87,0.82
1,7.7,87,0.9
1,8,87,1
1,8.1,87,0.88
1,8.3,87,0.73
1,2.5,88,0.18
1,3.2,88,0.14
1,3.7,88,0.14
1,3.9,88,0.09
1,4.1,88,0.29
1,4.1,88,0.33
1,4.3,88,0.16
1,4.5,88,0.04
1,4.6,88,0.36
1,4.6,88,0.43
1,4.7,88,0.17
1,4.7,88,0.44
1,4.9,88,0.4
1,4.9,88,0.58
1,5,88,0.59
1,5,88,0.67
1,5.1,88,0.17
1,5.1,88,0.2
1,5.1,88,0.22
1,5.1,88,0.22
1,5.2,88,0.5
1,5.3,88,0.14
1,5.3,88,0.4
1,5.3,88,0.57
1,5.4,88,0.08
1,5.4,88,0.11
1,5.4,88,0.15
1,5.4,88,0.37
1,5.4,88,0.5
1,5.4,88,0.67
1,5.5,88,0.06
1,5.5,88,0.29
1,5.5,88,0.67
1,5.5,88,0.73
1,5.6,88,0.29
1,5.6,88,0.33
1,5.6,88,0.52
1,5.6,88,0.77
1,5.7,88,0.25
1,5.7,88,0.42
1,5.7,88,0.72
1,5.7,88,0.8
1,5.8,88,0.38
1,5.8,88,0.62
1,5.9,88,0.19
1,5.9,88,0.53
1,5.9,88,0.57
1,5.9,88,0.69
1,6,88,0.29
1,6,88,0.46
1,6,88,0.67
1,6.1,88,0.22
1,6.1,88,0.44
1,6.1,88,0.59
1,6.1,88,0.67
1,6.1,88,0.83
1,6.2,88,0.46
1,6.2,88,0.5
1,6.2,88,0.6
1,6.2,88,0.77
1,6.2,88,0.77
1,6.2,88,0.78
1,6.2,88,0.85
1,6.2,88,0.85
1,6.2,88,1
1,6.3,88,0.5
1,6.3,88,0.57
1,6.3,88,0.73
1,6.3,88,0.8
1,6.3,88,0.8
1,6.3,88,0.91
1,6.3,88,1
1,6.4,88,0.43
1,6.4,88,0.79
1,6.4,88,0.89
1,6.4,88,1
1,6.5,88,0.38
1,6.6,88,0.13
1,6.6,88,0.77
1,6.6,88,0.87
1,6.6,88,1
1,6.7,88,0.2
1,6.7,88,0.32
1,6.7,88,0.39
1,6.7,88,0.42
1,6.7,88,0.86
1,6.7,88,0.86
1,6.7,88,0.96
1,6.8,88,0.6
1,6.9,88,0.41
1,6.9,88,0.72
1,6.9,88,0.89
1,7,88,0.82
1,7,88,0.83
1,7,88,0.85
1,7,88,0.96
1,7.1,88,0.82
1,7.1,88,0.96
1,7.2,88,0.5
1,7.2,88,0.71
1,7.2,88,0.86
1,7.2,88,0.86
1,7.2,88,0.86
1,7.2,88,0.87
1,7.2,88,0.96
1,7.2,88,1
1,7.3,88,0.83
1,7.3,88,0.97
1,7.4,88,0.86
1,7.4,88,0.89
1,7.4,88,0.91
1,7.4,88,0.96
1,7.5,88,0.89
1,7.5,88,0.98
1,7.5,88,1
1,7.6,88,0.9
1,7.6,88,0.9
1,7.7,88,0.97
1,7.7,88,0.98
1,7.7,88,1
1,7.8,88,0.86
1,7.8,88,0.86
1,8,88,0.8
1,8,88,0.87
1,8.6,88,1
1,3.4,89,0.4
1,3.5,89,0.22
1,3.6,89,0.25
1,3.9,89,0.38
1,4.1,89,0.6
1,4.2,89,0.15
1,4.2,89,0.17
1,4.4,89,0.43
1,4.4,89,0.62
1,4.4,89,0.89
1,4.5,89,0.5
1,4.5,89,0.6
1,4.6,89,0.14
1,4.7,89,0.05
1,4.7,89,0.13
1,4.7,89,0.46
1,4.7,89,0.71
1,4.8,89,0.18
1,4.8,89,0.27
1,4.8,89,0.38
1,4.8,89,0.4
1,4.9,89,0.17
1,5,89,0.13
1,5.1,89,0.23
1,5.1,89,0.29
1,5.1,89,0.49
1,5.1,89,0.71
1,5.1,89,0.83
1,5.2,89,0.43
1,5.3,89,0.15
1,5.4,89,0.17
1,5.4,89,0.33
1,5.5,89,0.16
1,5.5,89,0.63
1,5.6,89,0.07
1,5.6,89,0.3
1,5.6,89,0.44
1,5.6,89,0.5
1,5.6,89,0.53
1,5.6,89,0.81
1,5.7,89,0.4
1,5.7,89,0.42
1,5.7,89,0.49
1,5.7,89,0.6
1,5.8,89,0.27
1,5.8,89,0.6
1,5.8,89,0.65
1,5.8,89,0.67
1,5.9,89,0.17
1,5.9,89,0.47
1,5.9,89,0.59
1,5.9,89,0.8
1,6.1,89,0.5
1,6.2,89,0.27
1,6.2,89,0.47
1,6.2,89,0.52
1,6.3,89,0.26
1,6.3,89,0.34
1,6.3,89,0.4
1,6.3,89,0.91
1,6.4,89,0.64
1,6.4,89,0.66
1,6.4,89,0.8
1,6.5,89,0.47
1,6.5,89,0.68
1,6.5,89,0.75
1,6.5,89,0.8
1,6.5,89,0.89
1,6.6,89,0.63
1,6.6,89,0.64
1,6.7,89,0.83
1,6.7,89,0.91
1,6.7,89,0.95
1,6.8,89,0.57
1,6.8,89,0.73
1,6.8,89,0.85
1,6.8,89,0.89
1,6.9,89,0.48
1,6.9,89,0.56
1,6.9,89,0.68
1,6.9,89,0.8
1,6.9,89,0.89
1,6.9,89,0.92
1,6.9,89,1
1,7,89,1
1,7.1,89,0.86
1,7.1,89,0.91
1,7.1,89,1
1,7.2,89,0.88
1,7.2,89,0.89
1,7.3,89,0.8
1,7.3,89,0.82
1,7.4,89,0.71
1,7.5,89,0.75
1,7.5,89,0.85
1,7.6,89,0.73
1,7.6,89,0.89
1,7.6,89,0.93
1,7.6,89,0.94
1,7.6,89,0.96
1,7.7,89,0.8
1,7.8,89,0.67
1,7.8,89,0.88
1,7.8,89,1
1,8,89,0.9
1,8,89,1
1,8.5,89,0.98
1,3.3,90,0.2
1,3.4,90,0.13
1,3.5,90,0.17
1,3.7,90,0.33
1,3.9,90,0.2
1,4,90,0.19
1,4.1,90,0.71
1,4.1,90,0.88
1,4.2,90,0.6
1,4.3,90,0.27
1,4.4,90,0.29
1,4.4,90,0.38
1,4.5,90,0.2
1,4.5,90,0.22
1,4.6,90,0.2
1,4.6,90,0.33
1,4.6,90,0.4
1,4.6,90,0.61
1,4.7,90,0.08
1,4.7,90,0.24
1,4.7,90,0.31
1,4.7,90,0.58
1,4.7,90,0.6
1,4.7,90,0.67
1,4.7,90,0.91
1,4.7,90,1
1,4.8,90,0.33
1,4.8,90,0.33
1,4.8,90,0.33
1,4.8,90,0.33
1,4.8,90,0.47
1,4.9,90,0.2
1,4.9,90,0.41
1,4.9,90,0.57
1,5,90,0.16
1,5,90,0.19
1,5,90,0.29
1,5,90,0.29
1,5,90,0.42
1,5,90,0.53
1,5,90,0.6
1,5,90,0.67
1,5,90,0.89
1,5,90,0.98
1,5.1,90,0.11
1,5.1,90,0.33
1,5.1,90,0.33
1,5.1,90,0.33
1,5.1,90,0.4
1,5.1,90,0.4
1,5.1,90,0.62
1,5.2,90,0.1
1,5.2,90,0.38
1,5.2,90,0.4
1,5.2,90,0.4
1,5.2,90,0.73
1,5.3,90,0.38
1,5.3,90,0.5
1,5.3,90,0.65
1,5.3,90,0.92
1,5.4,90,0.1
1,5.4,90,0.29
1,5.4,90,0.33
1,5.5,90,0.09
1,5.5,90,0.13
1,5.5,90,0.2
1,5.5,90,0.25
1,5.5,90,0.43
1,5.5,90,0.43
1,5.5,90,0.44
1,5.5,90,0.5
1,5.5,90,0.54
1,5.5,90,0.63
1,5.5,90,0.67
1,5.5,90,0.8
1,5.6,90,0.4
1,5.6,90,0.47
1,5.6,90,0.48
1,5.6,90,0.52
1,5.6,90,0.59
1,5.6,90,0.6
1,5.6,90,0.67
1,5.6,90,0.86
1,5.6,90,0.86
1,5.7,90,0.12
1,5.7,90,0.25
1,5.7,90,0.36
1,5.7,90,0.5
1,5.7,90,0.63
1,5.7,90,0.84
1,5.8,90,0.16
1,5.8,90,0.39
1,5.8,90,0.5
1,5.8,90,0.5
1,5.8,90,0.78
1,5.8,90,0.79
1,5.8,90,0.82
1,5.8,90,0.83
1,5.9,90,0.3
1,5.9,90,0.4
1,5.9,90,0.42
1,5.9,90,0.47
1,5.9,90,0.6
1,5.9,90,0.77
1,5.9,90,0.89
1,6,90,0.2
1,6,90,0.38
1,6,90,0.5
1,6,90,0.6
1,6,90,0.9
1,6.1,90,0.42
1,6.1,90,0.8
1,6.1,90,0.83
1,6.1,90,0.83
1,6.1,90,0.89
1,6.2,90,0.28
1,6.2,90,0.37
1,6.2,90,0.38
1,6.2,90,0.4
1,6.2,90,0.48
1,6.2,90,0.5
1,6.2,90,0.57
1,6.2,90,0.75
1,6.2,90,0.78
1,6.2,90,0.81
1,6.2,90,0.84
1,6.2,90,0.84
1,6.2,90,0.96
1,6.2,90,0.96
1,6.2,90,0.97
1,6.2,90,1
1,6.2,90,1
1,6.3,90,0.3
1,6.3,90,0.44
1,6.3,90,0.78
1,6.3,90,0.84
1,6.3,90,0.86
1,6.4,90,0.22
1,6.4,90,0.25
1,6.4,90,0.29
1,6.4,90,0.3
1,6.4,90,0.5
1,6.4,90,0.57
1,6.4,90,0.57
1,6.4,90,0.6
1,6.4,90,0.63
1,6.4,90,0.71
1,6.4,90,0.8
1,6.4,90,0.81
1,6.4,90,0.9
1,6.4,90,0.97
1,6.4,90,1
1,6.4,90,1
1,6.5,90,0.46
1,6.5,90,0.59
1,6.5,90,0.6
1,6.5,90,0.63
1,6.5,90,0.74
1,6.5,90,0.8
1,6.5,90,0.83
1,6.5,90,0.96
1,6.5,90,1
1,6.6,90,0.54
1,6.6,90,0.6
1,6.6,90,0.65
1,6.6,90,0.68
1,6.6,90,0.71
1,6.6,90,0.73
1,6.6,90,0.86
1,6.7,90,0.6
1,6.7,90,0.67
1,6.7,90,0.7
1,6.7,90,0.83
1,6.7,90,1
1,6.7,90,1
1,6.8,90,0.67
1,6.8,90,0.74
1,6.8,90,0.79
1,6.8,90,0.82
1,6.8,90,0.86
1,6.8,90,0.87
1,6.8,90,0.89
1,6.8,90,0.9
1,6.9,90,0.77
1,6.9,90,0.83
1,6.9,90,0.87
1,7,90,0.53
1,7,90,0.65
1,7,90,0.75
1,7.1,90,0.6
1,7.1,90,0.62
1,7.1,90,0.64
1,7.1,90,0.8
1,7.1,90,0.95
1,7.1,90,0.96
1,7.1,90,1
1,7.2,90,0.5
1,7.2,90,0.78
1,7.2,90,0.81
1,7.2,90,0.85
1,7.2,90,0.88
1,7.2,90,0.92
1,7.2,90,0.94
1,7.2,90,1
1,7.3,90,0.64
1,7.3,90,0.79
1,7.3,90,0.83
1,7.3,90,0.84
1,7.3,90,0.85
1,7.3,90,0.88
1,7.3,90,0.93
1,7.3,90,0.95
1,7.3,90,1
1,7.3,90,1
1,7.3,90,1
1,7.4,90,0.3
1,7.4,90,0.6
1,7.4,90,0.96
1,7.4,90,0.97
1,7.5,90,0.68
1,7.5,90,0.91
1,7.5,90,0.92
1,7.5,90,0.94
1,7.5,90,0.95
1,7.5,90,0.97
1,7.5,90,1
1,7.5,90,1
1,7.6,90,0.88
1,7.6,90,0.91
1,7.6,90,0.96
1,7.6,90,1
1,7.7,90,0.88
1,7.7,90,0.89
1,7.7,90,0.92
1,7.7,90,0.92
1,7.8,90,0.92
1,7.8,90,1
1,7.9,90,0.99
1,7.9,90,1
1,8,90,1
1,8.1,90,0.77
1,8.1,90,0.86
1,2.9,91,0.17
1,3.4,91,0.09
1,4.1,91,0.13
1,4.2,91,0.13
1,4.2,91,0.2
1,4.4,91,0.04
1,4.4,91,0.2
1,4.4,91,0.44
1,4.5,91,0.14
1,4.5,91,0.44
1,4.5,91,0.84
1,4.8,91,0.04
1,4.8,91,0.25
1,4.8,91,0.55
1,4.8,91,0.8
1,4.9,91,0.2
1,5,91,0.12
1,5,91,0.6
1,5,91,0.82
1,5.1,91,1
1,5.2,91,0.39
1,5.2,91,0.47
1,5.2,91,0.5
1,5.2,91,0.6
1,5.2,91,0.78
1,5.4,91,0.1
1,5.4,91,0.22
1,5.4,91,0.57
1,5.4,91,0.63
1,5.4,91,0.81
1,5.4,91,0.85
1,5.5,91,0.2
1,5.6,91,0.2
1,5.6,91,0.25
1,5.6,91,0.38
1,5.6,91,0.5
1,5.6,91,0.59
1,5.6,91,0.92
1,5.7,91,0.2
1,5.7,91,0.54
1,5.7,91,0.57
1,5.8,91,0.22
1,5.8,91,0.51
1,5.8,91,0.67
1,5.9,91,0.19
1,5.9,91,0.43
1,5.9,91,0.5
1,5.9,91,0.67
1,5.9,91,0.72
1,6,91,0.14
1,6,91,0.2
1,6,91,0.22
1,6,91,0.58
1,6,91,0.78
1,6,91,0.79
1,6,91,0.9
1,6.1,91,0.4
1,6.1,91,0.43
1,6.1,91,0.5
1,6.1,91,0.5
1,6.1,91,0.67
1,6.1,91,1
1,6.2,91,0.53
1,6.2,91,0.87
1,6.2,91,0.88
1,6.3,91,0.5
1,6.3,91,0.8
1,6.4,91,0.17
1,6.4,91,0.33
1,6.4,91,0.4
1,6.4,91,0.48
1,6.4,91,0.6
1,6.4,91,0.68
1,6.4,91,0.8
1,6.4,91,0.99
1,6.5,91,0.5
1,6.5,91,0.71
1,6.5,91,0.82
1,6.6,91,0.68
1,6.6,91,0.75
1,6.6,91,0.8
1,6.6,91,0.8
1,6.6,91,0.92
1,6.7,91,0.88
1,6.8,91,0.67
1,6.8,91,0.74
1,6.8,91,0.81
1,6.8,91,0.91
1,6.8,91,0.94
1,6.8,91,1
1,6.9,91,0.6
1,6.9,91,0.62
1,6.9,91,0.71
1,6.9,91,0.8
1,7,91,0.65
1,7,91,0.65
1,7,91,0.83
1,7,91,0.84
1,7.1,91,0.8
1,7.1,91,0.82
1,7.1,91,0.89
1,7.1,91,0.97
1,7.1,91,1
1,7.1,91,1
1,7.2,91,0.57
1,7.2,91,0.86
1,7.2,91,0.87
1,7.2,91,0.96
1,7.3,91,0.67
1,7.3,91,0.88
1,7.3,91,0.89
1,7.3,91,0.91
1,7.3,91,0.92
1,7.3,91,0.96
1,7.4,91,0.8
1,7.4,91,0.83
1,7.4,91,0.99
1,7.4,91,1
1,7.6,91,0.68
1,7.6,91,0.87
1,7.7,91,0.89
1,7.8,91,1
1,7.9,91,0.84
1,8.1,91,0.91
1,8.2,91,0.97
1,2.4,92,0.08
1,3.7,92,0.11
1,3.7,92,0.16
1,4,92,0.29
1,4,92,0.63
1,4,92,0.81
1,4.1,92,0.33
1,4.3,92,0.08
1,4.3,92,0.38
1,4.3,92,0.74
1,4.5,92,0.13
1,4.6,92,0.11
1,4.7,92,0.9
1,4.8,92,0.11
1,4.8,92,0.17
1,4.8,92,0.19
1,4.8,92,0.24
1,4.8,92,0.8
1,4.9,92,0.22
1,4.9,92,0.4
1,5,92,0.14
1,5,92,0.45
1,5,92,0.5
1,5.1,92,0.05
1,5.1,92,0.55
1,5.2,92,0.38
1,5.2,92,0.7
1,5.2,92,0.92
1,5.3,92,0.16
1,5.3,92,0.17
1,5.3,92,0.7
1,5.3,92,0.71
1,5.4,92,0.11
1,5.4,92,0.17
1,5.4,92,0.36
1,5.4,92,0.4
1,5.4,92,0.67
1,5.4,92,0.7
1,5.4,92,0.86
1,5.5,92,0.29
1,5.5,92,0.55
1,5.5,92,0.57
1,5.5,92,0.6
1,5.5,92,0.7
1,5.5,92,0.73
1,5.5,92,0.75
1,5.5,92,0.79
1,5.6,92,0.13
1,5.6,92,0.2
1,5.6,92,0.32
1,5.6,92,0.57
1,5.7,92,0.29
1,5.7,92,0.35
1,5.7,92,0.39
1,5.7,92,0.73
1,5.8,92,0.2
1,5.8,92,0.42
1,5.8,92,0.57
1,5.8,92,0.71
1,5.8,92,0.71
1,5.8,92,0.81
1,5.8,92,0.85
1,5.9,92,0.32
1,5.9,92,0.4
1,5.9,92,0.56
1,5.9,92,0.58
1,5.9,92,0.8
1,6,92,0.14
1,6,92,0.21
1,6.1,92,0.32
1,6.1,92,0.4
1,6.1,92,0.57
1,6.1,92,0.63
1,6.1,92,0.64
1,6.1,92,0.67
1,6.1,92,0.76
1,6.1,92,0.78
1,6.1,92,0.91
1,6.1,92,1
1,6.2,92,0.19
1,6.2,92,0.32
1,6.2,92,0.4
1,6.2,92,0.49
1,6.2,92,0.75
1,6.2,92,0.83
1,6.2,92,0.83
1,6.3,92,0.2
1,6.3,92,0.23
1,6.3,92,0.37
1,6.3,92,0.61
1,6.3,92,0.64
1,6.3,92,0.67
1,6.3,92,0.72
1,6.3,92,0.8
1,6.3,92,0.88
1,6.4,92,0.41
1,6.4,92,0.45
1,6.4,92,0.86
1,6.4,92,0.88
1,6.4,92,0.94
1,6.5,92,0.38
1,6.5,92,0.43
1,6.5,92,0.47
1,6.5,92,0.6
1,6.5,92,0.6
1,6.6,92,0.3
1,6.6,92,0.4
1,6.6,92,0.63
1,6.6,92,0.69
1,6.6,92,0.83
1,6.6,92,0.91
1,6.6,92,0.93
1,6.7,92,0.43
1,6.7,92,0.76
1,6.7,92,0.8
1,6.7,92,0.88
1,6.7,92,1
1,6.8,92,0.4
1,6.8,92,0.53
1,6.8,92,0.81
1,6.8,92,0.83
1,6.8,92,0.83
1,6.8,92,0.86
1,6.8,92,1
1,6.9,92,0.77
1,6.9,92,0.87
1,6.9,92,0.9
1,6.9,92,0.91
1,6.9,92,0.95
1,7,92,0.73
1,7,92,0.88
1,7,92,0.91
1,7,92,0.93
1,7,92,1
1,7,92,1
1,7.1,92,0.73
1,7.1,92,0.91
1,7.1,92,0.96
1,7.1,92,0.98
1,7.1,92,1
1,7.2,92,0.55
1,7.2,92,0.71
1,7.3,92,0.71
1,7.3,92,0.83
1,7.3,92,0.96
1,7.3,92,1
1,7.4,92,0.87
1,7.4,92,0.88
1,7.5,92,0.73
1,7.5,92,0.91
1,7.5,92,0.94
1,7.6,92,0.89
1,7.6,92,0.94
1,7.7,92,0.63
1,7.7,92,0.8
1,7.7,92,0.88
1,7.8,92,0.93
1,7.9,92,0.98
1,7.9,92,1
1,8,92,0.96
1,3,93,0.06
1,3.2,93,0.06
1,3.6,93,0.17
1,3.7,93,0.07
1,3.9,93,0.3
1,4.1,93,0.07
1,4.1,93,0.2
1,4.1,93,0.36
1,4.4,93,0.03
1,4.4,93,0.11
1,4.4,93,0.29
1,4.6,93,0.13
1,4.6,93,0.81
1,4.6,93,1
1,4.8,93,0.1
1,4.9,93,0.27
1,5,93,0.18
1,5.1,93,0.14
1,5.1,93,0.17
1,5.1,93,0.19
1,5.1,93,0.24
1,5.1,93,0.26
1,5.2,93,0.32
1,5.3,93,0.09
1,5.3,93,0.21
1,5.3,93,0.24
1,5.3,93,0.57
1,5.3,93,0.83
1,5.3,93,1
1,5.4,93,0.09
1,5.4,93,0.14
1,5.4,93,0.55
1,5.4,93,0.59
1,5.4,93,1
1,5.5,93,0.44
1,5.5,93,0.56
1,5.5,93,0.8
1,5.7,93,0.2
1,5.7,93,0.41
1,5.7,93,0.52
1,5.7,93,0.56
1,5.7,93,0.59
1,5.7,93,0.6
1,5.7,93,0.63
1,5.7,93,0.64
1,5.8,93,0.09
1,5.8,93,0.26
1,5.8,93,0.41
1,5.8,93,0.43
1,5.8,93,0.8
1,5.8,93,0.83
1,5.8,93,0.91
1,5.9,93,0.12
1,5.9,93,0.45
1,5.9,93,0.73
1,5.9,93,0.81
1,6,93,0.37
1,6,93,0.5
1,6,93,0.61
1,6,93,0.7
1,6,93,0.77
1,6,93,0.77
1,6,93,0.85
1,6.1,93,0.25
1,6.1,93,0.5
1,6.1,93,0.71
1,6.1,93,0.83
1,6.1,93,0.95
1,6.2,93,0.16
1,6.2,93,0.26
1,6.2,93,0.4
1,6.2,93,0.76
1,6.2,93,0.78
1,6.2,93,0.83
1,6.2,93,1
1,6.3,93,0.26
1,6.3,93,0.5
1,6.3,93,0.5
1,6.3,93,0.5
1,6.3,93,0.54
1,6.3,93,0.65
1,6.3,93,0.75
1,6.3,93,0.8
1,6.3,93,0.83
1,6.3,93,0.86
1,6.4,93,0.5
1,6.4,93,0.55
1,6.4,93,0.57
1,6.4,93,0.85
1,6.4,93,0.88
1,6.4,93,0.88
1,6.4,93,0.89
1,6.4,93,0.91
1,6.6,93,0.72
1,6.6,93,0.72
1,6.6,93,0.85
1,6.7,93,0.2
1,6.7,93,0.76
1,6.7,93,0.86
1,6.7,93,0.89
1,6.7,93,0.9
1,6.7,93,0.92
1,6.7,93,0.92
1,6.7,93,0.93
1,6.8,93,0.5
1,6.8,93,0.75
1,6.8,93,0.83
1,6.8,93,0.85
1,6.8,93,0.87
1,6.9,93,0.33
1,6.9,93,0.76
1,6.9,93,0.8
1,6.9,93,0.88
1,6.9,93,0.88
1,6.9,93,0.9
1,7,93,0.75
1,7,93,0.86
1,7,93,0.93
1,7,93,0.94
1,7,93,0.98
1,7,93,1
1,7,93,1
1,7.1,93,0.63
1,7.1,93,0.78
1,7.1,93,0.9
1,7.1,93,0.92
1,7.2,93,0.37
1,7.2,93,0.88
1,7.2,93,1
1,7.2,93,1
1,7.2,93,1
1,7.3,93,0.71
1,7.3,93,0.73
1,7.3,93,0.75
1,7.3,93,0.89
1,7.3,93,0.94
1,7.3,93,1
1,7.4,93,0.68
1,7.4,93,0.99
1,7.5,93,0.71
1,7.5,93,0.9
1,7.5,93,0.94
1,7.6,93,0.92
1,7.6,93,0.94
1,7.6,93,0.99
1,7.6,93,1
1,7.6,93,1
1,7.7,93,0.77
1,7.7,93,0.89
1,7.7,93,1
1,7.8,93,0.99
1,8.1,93,0.99
1,8.1,93,1
1,8.1,93,1
1,8.2,93,0.99
1,2.8,94,0.19
1,2.8,94,0.22
1,3.2,94,0.23
1,3.4,94,0.17
1,4.5,94,0.29
1,4.6,94,0.03
1,4.6,94,0.55
1,4.9,94,0.42
1,4.9,94,0.75
1,5,94,0.06
1,5,94,0.11
1,5.1,94,0.18
1,5.1,94,0.29
1,5.1,94,0.33
1,5.2,94,0.08
1,5.2,94,0.38
1,5.2,94,0.45
1,5.2,94,0.47
1,5.2,94,0.68
1,5.2,94,0.75
1,5.3,94,0.15
1,5.3,94,0.21
1,5.3,94,0.54
1,5.3,94,0.64
1,5.3,94,0.88
1,5.4,94,0.06
1,5.4,94,0.11
1,5.4,94,0.41
1,5.4,94,0.81
1,5.5,94,0.22
1,5.5,94,0.41
1,5.5,94,0.5
1,5.5,94,0.5
1,5.5,94,0.85
1,5.6,94,0.24
1,5.7,94,0.37
1,5.7,94,0.42
1,5.7,94,0.45
1,5.7,94,0.56
1,5.7,94,0.78
1,5.7,94,0.83
1,5.8,94,0.18
1,5.8,94,0.19
1,5.8,94,0.36
1,5.8,94,0.4
1,5.8,94,0.57
1,5.8,94,0.57
1,5.8,94,0.67
1,5.8,94,0.69
1,5.8,94,0.79
1,5.9,94,0.07
1,5.9,94,0.52
1,5.9,94,0.67
1,5.9,94,0.93
1,6,94,0.14
1,6,94,0.26
1,6,94,0.42
1,6,94,0.43
1,6,94,0.67
1,6,94,0.77
1,6,94,0.86
1,6,94,1
1,6.1,94,0.63
1,6.1,94,0.75
1,6.1,94,0.8
1,6.1,94,0.81
1,6.2,94,0.2
1,6.2,94,0.54
1,6.2,94,0.57
1,6.2,94,0.62
1,6.2,94,0.63
1,6.2,94,0.72
1,6.2,94,0.76
1,6.2,94,0.8
1,6.2,94,0.88
1,6.3,94,0.24
1,6.3,94,0.56
1,6.3,94,0.71
1,6.3,94,0.72
1,6.3,94,0.87
1,6.3,94,0.92
1,6.3,94,1
1,6.5,94,0.64
1,6.5,94,0.77
1,6.5,94,0.91
1,6.6,94,0.3
1,6.6,94,0.63
1,6.6,94,0.69
1,6.6,94,0.78
